Sales,Quantity,Discount,Profit,Region,Category,Year,Month,YearMonth,Anomaly,AlertLevel
5.184,1,0.2,1.8144,Central,Office Supplies,2017,2,2017-02,Normal,Normal
65.584,2,0.2,23.7742,Central,Office Supplies,2017,2,2017-02,Normal,Normal
22.2,1,0.6,-26.085,Central,Furniture,2017,2,2017-02,Normal,Normal
419.4,5,0.2,146.79,Central,Office Supplies,2017,2,2017-02,Normal,Normal
88.92,5,0.2,14.4495,South,Furniture,2017,11,2017-11,Normal,Normal
9.912,3,0.2,3.2214,Central,Office Supplies,2017,9,2017-09,Normal,Normal
318.43,5,0.3,-77.333,Central,Furniture,2017,9,2017-09,Normal,Normal
5.8,5,0.8,-10.15,Central,Office Supplies,2017,9,2017-09,Normal,Normal
1415.76,6,0.2,88.485,Central,Technology,2017,9,2017-09,Normal,Normal
148.48,2,0.2,16.704,Central,Technology,2017,6,2017-06,Normal,Normal
9.248,4,0.2,3.1212,Central,Office Supplies,2016,7,2016-07,Normal,Normal
1036.624,2,0.2,51.8312,Central,Office Supplies,2016,7,2016-07,Normal,Normal
569.64,2,0.0,148.1064,South,Technology,2015,4,2015-04,Normal,Normal
9.14,1,0.0,4.57,South,Office Supplies,2015,4,2015-04,Normal,Normal
1196.86,7,0.0,119.686,South,Furniture,2015,4,2015-04,Normal,Normal
523.26,9,0.0,125.5824,South,Furniture,2015,4,2015-04,Normal,Normal
639.968,4,0.2,215.9892,West,Technology,2015,4,2015-04,Normal,Normal
52.76,2,0.0,24.2696,West,Office Supplies,2015,4,2015-04,Normal,Normal
538.92,9,0.0,80.838,West,Technology,2015,2,2015-02,Normal,Normal
14.88,2,0.0,3.72,West,Office Supplies,2016,9,2016-09,Normal,Normal
34.24,8,0.0,15.408,West,Office Supplies,2016,9,2016-09,Normal,Normal
261.74,2,0.0,65.435,West,Office Supplies,2016,9,2016-09,Normal,Normal
87.84,8,0.0,23.7168,West,Office Supplies,2016,5,2016-05,Normal,Normal
34.92,4,0.0,11.8728,West,Furniture,2017,11,2017-11,Normal,Normal
14.94,3,0.0,7.0218,East,Office Supplies,2014,9,2014-09,Normal,Normal
14.56,2,0.0,6.2608,East,Furniture,2014,9,2014-09,Normal,Normal
3.576,4,0.7,-2.8608,East,Office Supplies,2015,9,2015-09,Normal,Normal
147.184,2,0.2,-29.4368,East,Office Supplies,2015,9,2015-09,Normal,Normal
1499.95,5,0.0,449.985,West,Technology,2016,7,2016-07,Anomaly,High Alert
13.568,4,0.2,3.2224,Central,Office Supplies,2016,4,2016-04,Normal,Normal
2573.82,9,0.0,746.4078,South,Furniture,2014,1,2014-01,Anomaly,High Alert
609.98,2,0.0,274.491,South,Office Supplies,2014,1,2014-01,Normal,Normal
5.48,2,0.0,1.4796,South,Office Supplies,2014,1,2014-01,Normal,Normal
391.98,2,0.0,113.6742,South,Technology,2014,1,2014-01,Normal,Normal
755.96,4,0.0,204.1092,South,Technology,2014,1,2014-01,Normal,Normal
31.12,4,0.0,0.3112,South,Office Supplies,2014,1,2014-01,Normal,Normal
6.54,1,0.0,3.0084,South,Office Supplies,2014,1,2014-01,Normal,Normal
12.78,1,0.0,5.751,West,Office Supplies,2016,9,2016-09,Normal,Normal
18.464,4,0.2,6.924,East,Office Supplies,2014,9,2014-09,Normal,Normal
445.802,7,0.3,-108.2662,East,Furniture,2014,12,2014-12,Normal,Normal
2.48,1,0.0,0.868,Central,Office Supplies,2017,12,2017-12,Normal,Normal
25.9,5,0.0,12.691,Central,Office Supplies,2017,12,2017-12,Normal,Normal
29.9,5,0.0,14.651,East,Office Supplies,2015,12,2015-12,Normal,Normal
2249.91,9,0.0,517.4793,East,Technology,2015,12,2015-12,Anomaly,High Alert
1053.164,4,0.3,-105.3164,East,Furniture,2015,12,2015-12,Normal,Normal
12.96,2,0.0,6.2208,West,Office Supplies,2017,11,2017-11,Normal,Normal
106.68,6,0.0,33.0708,West,Furniture,2015,9,2015-09,Normal,Normal
119.94,6,0.0,5.997,East,Technology,2017,11,2017-11,Normal,Normal
10.272,3,0.2,3.21,Central,Office Supplies,2017,9,2017-09,Normal,Normal
512.19,5,0.3,-65.853,Central,Furniture,2017,9,2017-09,Normal,Normal
1.556,2,0.8,-4.2012,Central,Office Supplies,2017,9,2017-09,Normal,Normal
4.448,2,0.2,1.4456,West,Office Supplies,2017,7,2017-07,Normal,Normal
276.69,3,0.0,49.8042,West,Furniture,2017,7,2017-07,Normal,Normal
4.96,4,0.0,2.3312,West,Office Supplies,2017,7,2017-07,Normal,Normal
71.92,4,0.0,20.8568,West,Office Supplies,2017,7,2017-07,Normal,Normal
18.84,3,0.0,7.9128,West,Furniture,2017,7,2017-07,Normal,Normal
140.97,3,0.0,19.7358,West,Technology,2017,7,2017-07,Normal,Normal
470.376,3,0.2,52.9173,West,Technology,2017,7,2017-07,Normal,Normal
6.08,2,0.0,2.0672,West,Office Supplies,2017,3,2017-03,Normal,Normal
164.792,1,0.2,18.5391,West,Technology,2017,3,2017-03,Normal,Normal
23.36,2,0.0,11.68,East,Office Supplies,2016,1,2016-01,Normal,Normal
12.176,4,0.8,-18.8728,Central,Office Supplies,2017,6,2017-06,Normal,Normal
46.384,2,0.2,5.2182,West,Technology,2014,11,2014-11,Normal,Normal
362.92,2,0.0,105.2468,West,Office Supplies,2014,11,2014-11,Normal,Normal
9.248,2,0.2,3.3524,East,Office Supplies,2017,7,2017-07,Normal,Normal
1889.946,9,0.4,-377.9892,East,Technology,2017,7,2017-07,Anomaly,High Alert
62.04,5,0.2,4.653,East,Office Supplies,2017,7,2017-07,Normal,Normal
396.92,5,0.2,148.845,East,Furniture,2017,7,2017-07,Normal,Normal
239.456,7,0.2,17.9592,East,Office Supplies,2017,7,2017-07,Normal,Normal
13.12,5,0.2,2.132,East,Office Supplies,2017,7,2017-07,Normal,Normal
29.36,2,0.0,13.5056,South,Office Supplies,2017,12,2017-12,Normal,Normal
214.9,5,0.0,62.321,South,Office Supplies,2017,12,2017-12,Normal,Normal
15.92,4,0.0,7.4824,South,Office Supplies,2017,12,2017-12,Normal,Normal
146.45,5,0.0,48.3285,South,Technology,2017,12,2017-12,Normal,Normal
15.14,1,0.0,0.6056,South,Office Supplies,2017,12,2017-12,Normal,Normal
5.76,2,0.0,2.6496,South,Office Supplies,2017,12,2017-12,Normal,Normal
1399.98,2,0.0,629.991,South,Technology,2017,12,2017-12,Anomaly,High Alert
8.952,2,0.7,-7.46,East,Office Supplies,2016,9,2016-09,Normal,Normal
8.856,6,0.7,-6.4944,East,Office Supplies,2016,9,2016-09,Normal,Normal
85.246,2,0.3,-1.2178,East,Furniture,2016,9,2016-09,Normal,Normal
21.728,7,0.2,7.6048,West,Office Supplies,2014,9,2014-09,Normal,Normal
1487.04,5,0.2,148.704,West,Furniture,2014,9,2014-09,Normal,Normal
71.88,6,0.0,33.0648,West,Office Supplies,2017,9,2017-09,Normal,Normal
9.24,3,0.0,2.9568,West,Furniture,2017,9,2017-09,Normal,Normal
35.88,6,0.0,16.146,West,Office Supplies,2017,9,2017-09,Normal,Normal
17.04,3,0.2,5.538,West,Office Supplies,2017,9,2017-09,Normal,Normal
931.176,3,0.2,314.2719,West,Office Supplies,2017,9,2017-09,Normal,Normal
266.352,3,0.2,-13.3176,West,Furniture,2016,6,2016-06,Normal,Normal
483.136,4,0.2,54.3528,West,Furniture,2016,6,2016-06,Normal,Normal
196.784,2,0.2,-22.1382,South,Furniture,2017,2,2017-02,Normal,Normal
231.92,5,0.2,5.798,South,Furniture,2017,2,2017-02,Normal,Normal
29.7,3,0.0,8.019,West,Office Supplies,2017,3,2017-03,Normal,Normal
13.592,2,0.6,-14.2716,Central,Furniture,2017,12,2017-12,Normal,Normal
70.88,2,0.0,33.3136,West,Office Supplies,2016,2,2016-02,Normal,Normal
114.288,1,0.2,12.8574,West,Office Supplies,2017,12,2017-12,Normal,Normal
36.624,8,0.7,-24.416,West,Office Supplies,2017,12,2017-12,Normal,Normal
242.352,8,0.7,-363.528,West,Furniture,2017,12,2017-12,Anomaly,High Alert
49.616,2,0.2,4.9616,West,Technology,2017,12,2017-12,Normal,Normal
508.704,6,0.2,0.0,West,Furniture,2017,12,2017-12,Normal,Normal
57.36,6,0.2,-14.34,West,Technology,2017,12,2017-12,Normal,Normal
906.68,5,0.2,68.001,West,Furniture,2017,12,2017-12,Normal,Normal
719.952,6,0.2,71.9952,Central,Technology,2014,10,2014-10,Normal,Normal
755.944,7,0.2,66.1451,Central,Technology,2014,10,2014-10,Normal,Normal
11.98,5,0.8,-19.168,Central,Office Supplies,2014,10,2014-10,Normal,Normal
0.898,1,0.8,-1.5715,Central,Office Supplies,2014,10,2014-10,Normal,Normal
21.204,3,0.6,-11.6622,Central,Furniture,2016,9,2016-09,Normal,Normal
34.74,3,0.0,17.37,East,Office Supplies,2014,11,2014-11,Normal,Normal
833.94,6,0.0,216.8244,East,Technology,2014,11,2014-11,Normal,Normal
12.96,3,0.2,4.536,East,Office Supplies,2014,11,2014-11,Normal,Normal
25.92,4,0.0,12.4416,East,Office Supplies,2014,11,2014-11,Normal,Normal
349.965,7,0.5,-216.9783,East,Furniture,2014,5,2014-05,Anomaly,High Alert
22.32,5,0.2,5.301,East,Office Supplies,2014,5,2014-05,Normal,Normal
158.28,6,0.0,72.8088,Central,Office Supplies,2017,11,2017-11,Normal,Normal
497.94,3,0.0,224.073,Central,Office Supplies,2017,11,2017-11,Normal,Normal
533.94,3,0.0,154.8426,East,Office Supplies,2014,11,2014-11,Normal,Normal
167.94,3,0.0,82.2906,East,Office Supplies,2014,11,2014-11,Normal,Normal
31.68,6,0.0,9.8208,East,Furniture,2014,11,2014-11,Normal,Normal
170.786,1,0.3,0.0,East,Furniture,2016,12,2016-12,Normal,Normal
198.744,4,0.3,0.0,Central,Furniture,2016,9,2016-09,Normal,Normal
63.824,2,0.2,13.5626,West,Technology,2017,10,2017-10,Normal,Normal
435.168,4,0.2,-59.8356,West,Furniture,2016,1,2016-01,Normal,Normal
48.58,1,0.0,7.7728,West,Furniture,2016,1,2016-01,Normal,Normal
47.976,3,0.2,8.3958,Central,Technology,2017,4,2017-04,Normal,Normal
20.736,4,0.2,7.2576,Central,Office Supplies,2017,4,2017-04,Normal,Normal
26.46,9,0.0,11.907,West,Office Supplies,2014,12,2014-12,Normal,Normal
49.12,4,0.0,23.0864,West,Office Supplies,2014,12,2014-12,Normal,Normal
15.0,3,0.0,7.2,West,Office Supplies,2014,12,2014-12,Normal,Normal
194.7,5,0.0,9.735,South,Office Supplies,2014,10,2014-10,Normal,Normal
591.32,4,0.0,112.3508,South,Furniture,2014,10,2014-10,Normal,Normal
2.84,1,0.0,0.8804,South,Office Supplies,2014,10,2014-10,Normal,Normal
221.96,2,0.0,4.4392,West,Office Supplies,2015,12,2015-12,Normal,Normal
236.0,4,0.0,40.12,West,Technology,2015,12,2015-12,Normal,Normal
41.94,2,0.0,15.0984,West,Technology,2014,11,2014-11,Normal,Normal
52.792,1,0.2,4.6193,West,Technology,2014,11,2014-11,Normal,Normal
563.94,3,0.0,112.788,Central,Furniture,2016,12,2016-12,Normal,Normal
2625.12,8,0.0,735.0336,East,Office Supplies,2015,11,2015-11,Anomaly,High Alert
17.94,3,0.0,4.485,East,Office Supplies,2015,11,2015-11,Normal,Normal
422.856,3,0.2,15.8571,East,Office Supplies,2015,8,2015-08,Normal,Normal
127.764,2,0.1,2.8392,East,Furniture,2015,4,2015-04,Normal,Normal
3499.93,7,0.0,909.9818,South,Technology,2014,3,2014-03,Anomaly,High Alert
14.4,5,0.0,6.624,South,Office Supplies,2014,3,2014-03,Normal,Normal
122.97,3,0.0,60.2553,South,Office Supplies,2014,3,2014-03,Normal,Normal
9.32,4,0.0,2.7028,South,Office Supplies,2014,3,2014-03,Normal,Normal
122.94,3,0.0,59.0112,South,Office Supplies,2014,3,2014-03,Normal,Normal
17.31,3,0.0,5.193,West,Furniture,2017,11,2017-11,Normal,Normal
128.744,7,0.2,12.8744,Central,Office Supplies,2015,9,2015-09,Normal,Normal
58.248,9,0.2,11.6496,East,Furniture,2016,9,2016-09,Normal,Normal
71.246,2,0.3,-19.3382,East,Furniture,2016,9,2016-09,Normal,Normal
7.872,3,0.2,0.5904,East,Office Supplies,2016,9,2016-09,Normal,Normal
887.271,3,0.3,-63.3765,East,Furniture,2016,9,2016-09,Normal,Normal
146.86,7,0.0,70.4928,Central,Office Supplies,2017,4,2017-04,Normal,Normal
36.56,4,0.0,18.28,Central,Office Supplies,2017,4,2017-04,Normal,Normal
225.576,3,0.2,22.5576,West,Technology,2015,6,2015-06,Normal,Normal
5.248,2,0.2,0.4592,West,Office Supplies,2014,9,2014-09,Normal,Normal
38.256,3,0.2,4.782,West,Office Supplies,2014,9,2014-09,Normal,Normal
40.24,5,0.2,13.078,West,Office Supplies,2014,9,2014-09,Normal,Normal
29.925,5,0.7,-21.945,West,Technology,2014,9,2014-09,Normal,Normal
148.704,6,0.2,46.47,West,Office Supplies,2014,9,2014-09,Normal,Normal
55.92,10,0.2,16.776,West,Technology,2014,9,2014-09,Normal,Normal
12.96,2,0.0,6.2208,East,Office Supplies,2016,7,2016-07,Normal,Normal
25.176,3,0.6,-33.3582,Central,Furniture,2016,5,2016-05,Normal,Normal
5.584,2,0.6,-1.6752,Central,Furniture,2016,5,2016-05,Normal,Normal
1297.368,9,0.2,97.3026,Central,Office Supplies,2016,5,2016-05,Normal,Normal
264.32,2,0.2,19.824,Central,Office Supplies,2017,12,2017-12,Normal,Normal
25.92,4,0.0,12.4416,West,Office Supplies,2017,5,2017-05,Normal,Normal
22.96,7,0.0,6.6584,West,Office Supplies,2017,5,2017-05,Normal,Normal
19.44,3,0.0,9.3312,West,Office Supplies,2014,2,2014-02,Normal,Normal
9.54,2,0.0,4.293,Central,Office Supplies,2015,2,2015-02,Normal,Normal
5.81,1,0.0,1.8011,Central,Office Supplies,2015,2,2015-02,Normal,Normal
5.76,2,0.0,1.728,Central,Office Supplies,2015,2,2015-02,Normal,Normal
14.91,3,0.0,4.6221,East,Furniture,2015,8,2015-08,Normal,Normal
6.642,9,0.7,-4.428,South,Office Supplies,2014,11,2014-11,Normal,Normal
18.54,2,0.0,8.7138,East,Office Supplies,2016,12,2016-12,Normal,Normal
679.96,5,0.2,220.987,East,Office Supplies,2016,12,2016-12,Normal,Normal
189.576,1,0.2,9.4788,West,Furniture,2017,10,2017-10,Normal,Normal
71.96,5,0.2,7.196,West,Technology,2017,10,2017-10,Normal,Normal
539.92,5,0.2,47.243,West,Technology,2014,11,2014-11,Normal,Normal
725.344,4,0.2,54.4008,West,Furniture,2014,11,2014-11,Normal,Normal
7.44,3,0.0,2.604,West,Office Supplies,2014,11,2014-11,Normal,Normal
39.48,1,0.0,11.0544,East,Office Supplies,2014,7,2014-07,Normal,Normal
850.5,5,0.1,245.7,Central,Office Supplies,2015,5,2015-05,Normal,Normal
75.33,9,0.0,19.5858,Central,Furniture,2015,5,2015-05,Normal,Normal
325.632,6,0.2,28.4928,West,Office Supplies,2015,11,2015-11,Normal,Normal
23.344,2,0.2,-1.459,West,Technology,2015,11,2015-11,Normal,Normal
16.52,5,0.2,5.369,West,Office Supplies,2015,11,2015-11,Normal,Normal
335.72,5,0.2,113.3055,Central,Office Supplies,2014,3,2014-03,Normal,Normal
251.944,7,0.2,88.1804,Central,Technology,2014,3,2014-03,Normal,Normal
127.302,7,0.3,-9.093,Central,Furniture,2014,3,2014-03,Normal,Normal
1207.84,8,0.0,314.0384,South,Furniture,2017,12,2017-12,Anomaly,High Alert
12.53,1,0.0,5.8891,South,Office Supplies,2017,12,2017-12,Normal,Normal
34.58,1,0.0,10.0282,South,Office Supplies,2017,12,2017-12,Normal,Normal
300.98,1,0.0,87.2842,South,Furniture,2017,12,2017-12,Normal,Normal
258.75,3,0.0,77.625,South,Furniture,2017,12,2017-12,Normal,Normal
59.52,3,0.0,15.4752,East,Office Supplies,2017,3,2017-03,Normal,Normal
57.96,7,0.0,27.2412,East,Office Supplies,2017,3,2017-03,Normal,Normal
441.96,2,0.0,101.6508,East,Furniture,2017,3,2017-03,Normal,Normal
68.04,6,0.0,33.3396,East,Office Supplies,2017,3,2017-03,Normal,Normal
703.71,6,0.7,-938.28,West,Technology,2016,10,2016-10,Anomaly,High Alert
17.904,4,0.7,-14.92,West,Office Supplies,2016,10,2016-10,Normal,Normal
11.976,4,0.7,-9.1816,West,Office Supplies,2016,10,2016-10,Normal,Normal
67.96,5,0.2,0.8495,West,Technology,2016,10,2016-10,Normal,Normal
892.224,3,0.2,89.2224,West,Furniture,2015,4,2015-04,Normal,Normal
1299.99,2,0.5,-571.9956,South,Technology,2014,9,2014-09,Anomaly,High Alert
4.544,2,0.2,1.6472,West,Office Supplies,2016,3,2016-03,Normal,Normal
1352.032,4,0.2,84.502,West,Furniture,2016,3,2016-03,Normal,Normal
1548.99,9,0.4,-464.697,East,Furniture,2015,12,2015-12,Anomaly,High Alert
19.872,3,0.2,6.7068,East,Office Supplies,2015,12,2015-12,Normal,Normal
119.448,3,0.2,-13.4379,Central,Technology,2017,8,2017-08,Normal,Normal
118.16,2,0.2,-25.109,Central,Office Supplies,2017,8,2017-08,Normal,Normal
19.56,4,0.0,5.4768,South,Office Supplies,2015,3,2015-03,Normal,Normal
80.96,4,0.0,29.1456,West,Furniture,2015,11,2015-11,Normal,Normal
25.92,4,0.0,12.4416,West,Office Supplies,2015,11,2015-11,Normal,Normal
106.96,2,0.0,31.0184,West,Office Supplies,2014,4,2014-04,Normal,Normal
187.76,4,0.0,76.9816,West,Furniture,2014,4,2014-04,Normal,Normal
76.776,4,0.7,-53.7432,East,Office Supplies,2017,7,2017-07,Normal,Normal
53.9,5,0.0,25.872,Central,Office Supplies,2017,6,2017-06,Normal,Normal
76.728,3,0.6,-53.7096,Central,Furniture,2014,1,2014-01,Normal,Normal
10.43,7,0.8,-18.2525,Central,Office Supplies,2014,1,2014-01,Normal,Normal
99.2,5,0.0,25.792,West,Office Supplies,2017,9,2017-09,Normal,Normal
15.92,5,0.2,2.786,South,Office Supplies,2017,9,2017-09,Normal,Normal
129.92,4,0.0,10.3936,South,Furniture,2014,10,2014-10,Normal,Normal
30.4,1,0.0,13.984,East,Office Supplies,2016,10,2016-10,Normal,Normal
5399.91,9,0.0,2591.9568,East,Technology,2016,10,2016-10,Anomaly,High Alert
119.1,3,0.0,34.539,East,Office Supplies,2016,10,2016-10,Normal,Normal
40.08,6,0.0,19.2384,East,Office Supplies,2015,11,2015-11,Normal,Normal
59.94,3,0.0,28.1718,East,Office Supplies,2015,11,2015-11,Normal,Normal
259.98,2,0.0,88.3932,East,Technology,2015,11,2015-11,Normal,Normal
170.98,1,0.0,32.4862,East,Furniture,2015,11,2015-11,Normal,Normal
38.97,3,0.0,4.6764,East,Furniture,2015,11,2015-11,Normal,Normal
154.9,5,0.0,69.705,East,Office Supplies,2015,11,2015-11,Normal,Normal
446.068,4,0.3,0.0,East,Furniture,2015,11,2015-11,Normal,Normal
152.94,3,0.0,41.2938,West,Office Supplies,2017,5,2017-05,Normal,Normal
23.472,3,0.2,4.9878,South,Technology,2014,10,2014-10,Normal,Normal
195.64,4,0.0,91.9508,East,Office Supplies,2014,12,2014-12,Normal,Normal
14.94,3,0.0,7.0218,East,Office Supplies,2014,12,2014-12,Normal,Normal
1687.8,4,0.0,742.632,East,Technology,2014,12,2014-12,Anomaly,High Alert
341.96,2,0.0,78.6508,East,Furniture,2014,12,2014-12,Normal,Normal
605.88,6,0.0,151.47,East,Furniture,2014,12,2014-12,Normal,Normal
186.732,1,0.1,41.496,Central,Office Supplies,2015,4,2015-04,Normal,Normal
3812.97,3,0.0,1906.485,Central,Office Supplies,2015,4,2015-04,Anomaly,High Alert
26.424,9,0.2,9.5787,East,Office Supplies,2015,2,2015-02,Normal,Normal
625.99,1,0.0,187.797,East,Technology,2015,2,2015-02,Normal,Normal
1568.61,9,0.0,329.4081,Central,Furniture,2016,11,2016-11,Anomaly,High Alert
17.3,1,0.0,8.304,Central,Office Supplies,2016,11,2016-11,Normal,Normal
160.0,8,0.0,62.4,Central,Technology,2016,11,2016-11,Normal,Normal
179.94,3,0.0,50.3832,South,Office Supplies,2017,7,2017-07,Normal,Normal
872.94,3,0.0,157.1292,South,Furniture,2017,7,2017-07,Normal,Normal
12.96,2,0.0,6.2208,South,Office Supplies,2017,7,2017-07,Normal,Normal
88.8,6,0.0,44.4,West,Office Supplies,2014,12,2014-12,Normal,Normal
319.968,4,0.2,35.9964,West,Technology,2014,12,2014-12,Normal,Normal
167.888,7,0.2,14.6902,West,Furniture,2016,3,2016-03,Normal,Normal
163.96,5,0.2,59.4355,Central,Office Supplies,2017,7,2017-07,Normal,Normal
5.232,4,0.8,-8.1096,Central,Office Supplies,2017,7,2017-07,Normal,Normal
1199.98,2,0.0,467.9922,East,Technology,2017,12,2017-12,Anomaly,High Alert
73.85,1,0.0,2.2155,East,Office Supplies,2017,12,2017-12,Normal,Normal
25.71,3,0.0,6.6846,East,Office Supplies,2017,12,2017-12,Normal,Normal
17.28,6,0.0,8.1216,East,Office Supplies,2017,12,2017-12,Normal,Normal
526.582,2,0.3,-52.6582,East,Furniture,2017,12,2017-12,Normal,Normal
11.56,2,0.0,5.6644,Central,Office Supplies,2016,8,2016-08,Normal,Normal
209.97,3,0.0,58.7916,Central,Technology,2016,8,2016-08,Normal,Normal
447.84,4,0.0,98.5248,Central,Furniture,2016,8,2016-08,Normal,Normal
479.97,3,0.0,163.1898,Central,Technology,2016,8,2016-08,Normal,Normal
8.64,3,0.0,2.5056,Central,Office Supplies,2016,8,2016-08,Normal,Normal
11.68,2,0.0,4.2048,West,Office Supplies,2017,10,2017-10,Normal,Normal
40.776,3,0.2,0.5097,East,Technology,2014,10,2014-10,Normal,Normal
13.698,3,0.7,-9.5886,East,Office Supplies,2014,10,2014-10,Normal,Normal
87.8,5,0.2,32.925,West,Technology,2015,4,2015-04,Normal,Normal
77.952,3,0.2,15.5904,South,Furniture,2017,10,2017-10,Normal,Normal
147.184,2,0.2,-29.4368,South,Office Supplies,2017,10,2017-10,Normal,Normal
47.952,3,0.2,16.1838,South,Office Supplies,2017,10,2017-10,Normal,Normal
250.26,6,0.0,72.5754,West,Office Supplies,2014,12,2014-12,Normal,Normal
40.776,3,0.2,0.5097,East,Technology,2017,11,2017-11,Normal,Normal
29.6,5,0.2,9.25,West,Office Supplies,2015,1,2015-01,Normal,Normal
1.938,2,0.7,-1.3566,West,Office Supplies,2015,1,2015-01,Normal,Normal
159.96,4,0.0,51.1872,West,Technology,2017,9,2017-09,Normal,Normal
59.52,3,0.0,15.4752,East,Office Supplies,2015,1,2015-01,Normal,Normal
17.48,2,0.0,8.2156,East,Office Supplies,2015,1,2015-01,Normal,Normal
13.168,2,0.2,4.6088,East,Office Supplies,2015,1,2015-01,Normal,Normal
40.74,3,0.0,12.222,West,Office Supplies,2017,4,2017-04,Normal,Normal
179.886,1,0.3,-2.5698,Central,Furniture,2015,9,2015-09,Normal,Normal
286.256,1,0.2,17.891,East,Office Supplies,2016,9,2016-09,Normal,Normal
24.224,2,0.2,-4.8448,East,Office Supplies,2016,9,2016-09,Normal,Normal
331.536,3,0.2,-82.884,East,Office Supplies,2016,9,2016-09,Normal,Normal
17.52,3,0.0,6.3072,East,Office Supplies,2015,3,2015-03,Normal,Normal
17.856,4,0.2,4.2408,Central,Office Supplies,2016,11,2016-11,Normal,Normal
431.976,3,0.2,-75.5958,South,Technology,2016,9,2016-09,Normal,Normal
291.136,4,0.2,-25.4744,West,Furniture,2017,6,2017-06,Normal,Normal
114.848,4,0.2,35.89,Central,Office Supplies,2017,9,2017-09,Normal,Normal
10.688,2,0.2,3.7408,Central,Office Supplies,2017,6,2017-06,Normal,Normal
15.232,4,0.2,5.5216,East,Office Supplies,2016,5,2016-05,Normal,Normal
12.42,3,0.0,5.2164,West,Office Supplies,2017,9,2017-09,Normal,Normal
19.44,3,0.0,9.3312,West,Office Supplies,2016,8,2016-08,Normal,Normal
70.368,4,0.2,26.388,East,Office Supplies,2014,5,2014-05,Normal,Normal
12.672,9,0.2,1.4256,South,Office Supplies,2017,12,2017-12,Normal,Normal
89.95,5,0.0,43.176,East,Technology,2017,7,2017-07,Normal,Normal
6.58,2,0.0,3.0268,West,Office Supplies,2014,11,2014-11,Normal,Normal
94.99,1,0.0,28.497,West,Technology,2014,11,2014-11,Normal,Normal
35.12,2,0.2,13.17,West,Technology,2015,9,2015-09,Normal,Normal
25.92,4,0.0,12.4416,West,Office Supplies,2017,8,2017-08,Normal,Normal
7.96,2,0.0,3.7412,East,Office Supplies,2016,6,2016-06,Normal,Normal
566.97,3,0.0,153.0819,East,Technology,2016,6,2016-06,Normal,Normal
9.84,3,0.0,2.8536,East,Office Supplies,2016,6,2016-06,Normal,Normal
25.488,2,0.2,4.779,Central,Technology,2015,12,2015-12,Normal,Normal
7.56,6,0.0,0.3024,East,Office Supplies,2015,5,2015-05,Normal,Normal
60.84,3,0.0,19.4688,South,Furniture,2015,6,2015-06,Normal,Normal
450.04,2,0.0,58.5052,South,Office Supplies,2015,6,2015-06,Normal,Normal
34.6,2,0.0,16.608,South,Office Supplies,2015,6,2015-06,Normal,Normal
467.97,3,0.0,140.391,South,Technology,2015,6,2015-06,Normal,Normal
33.02,2,0.0,15.8496,South,Office Supplies,2015,6,2015-06,Normal,Normal
17.088,2,0.2,1.068,South,Furniture,2015,11,2015-11,Normal,Normal
3.008,2,0.2,0.3384,East,Office Supplies,2015,12,2015-12,Normal,Normal
268.24,7,0.2,93.884,South,Office Supplies,2017,11,2017-11,Normal,Normal
431.16,5,0.2,107.79,South,Technology,2017,11,2017-11,Normal,Normal
43.6,4,0.0,12.208,East,Technology,2017,11,2017-11,Normal,Normal
154.95,3,0.0,30.99,East,Furniture,2017,11,2017-11,Normal,Normal
15.552,3,0.2,5.4432,Central,Office Supplies,2016,10,2016-10,Normal,Normal
42.208,2,0.2,13.7176,South,Office Supplies,2014,12,2014-12,Normal,Normal
10.368,2,0.2,3.6288,Central,Office Supplies,2017,12,2017-12,Normal,Normal
2.224,1,0.2,0.556,West,Office Supplies,2017,9,2017-09,Normal,Normal
74.52,9,0.0,35.0244,South,Office Supplies,2015,2,2015-02,Normal,Normal
17.52,3,0.0,5.256,East,Office Supplies,2017,8,2017-08,Normal,Normal
1779.9,5,0.0,373.779,East,Furniture,2017,8,2017-08,Anomaly,High Alert
219.9,5,0.0,59.373,East,Office Supplies,2017,8,2017-08,Normal,Normal
7.152,3,0.2,0.7152,West,Office Supplies,2015,8,2015-08,Normal,Normal
26.72,5,0.2,9.352,South,Office Supplies,2017,11,2017-11,Normal,Normal
1039.728,2,0.2,90.9762,West,Technology,2016,8,2016-08,Normal,Normal
45.96,2,0.0,13.788,West,Office Supplies,2016,8,2016-08,Normal,Normal
456.588,2,0.7,-304.392,East,Office Supplies,2016,11,2016-11,Anomaly,High Alert
4499.985,5,0.7,-6599.978,East,Technology,2016,11,2016-11,Anomaly,High Alert
59.976,3,0.2,11.9952,East,Technology,2016,11,2016-11,Normal,Normal
6.12,3,0.0,2.8764,West,Office Supplies,2016,4,2016-04,Normal,Normal
10.98,1,0.0,2.9646,West,Office Supplies,2014,12,2014-12,Normal,Normal
7.86,3,0.0,3.6156,West,Office Supplies,2014,12,2014-12,Normal,Normal
51.45,3,0.0,13.8915,West,Office Supplies,2014,12,2014-12,Normal,Normal
37.056,3,0.2,13.896,West,Office Supplies,2014,12,2014-12,Normal,Normal
203.92,4,0.0,55.0584,South,Office Supplies,2016,4,2016-04,Normal,Normal
29.56,4,0.0,7.9812,South,Technology,2016,4,2016-04,Normal,Normal
8.568,3,0.8,-14.5656,Central,Office Supplies,2015,3,2015-03,Normal,Normal
